MP:0013118	swellings
HP:0008054	Abnormal morphology of the conjunctival vasculature
MP:0012095	increased Reichert's membrane thickness
HP:0033853	Abnormal arcuate vein morphology
MP:0004478	increased testicular teratoma incidence
HP:0002287	Progressive alopecia
HP:0011785	Thyrotoxicosis with toxic multinodular goiter
HP:0031649	Aortic rupture
MP:0012588	increased brain catechol O-methyltransferase activity
HP:0031787	Oblique astigmatism
MP:0004805	absent oocytes
HP:0006785	Limb-girdle muscular dystrophy
MP:0012722	absent neck
HP:0012843	Hair follicle neoplasm
MP:0008444	retinal cone cell degeneration
MP:0008450	retinal photoreceptor degeneration
MP:0014173	increased fatty acid beta-oxidation
HP:0012160	Intracranial internal carotid artery dissection
HP:0012159	Internal carotid artery dissection
MP:0006141	abnormal atrioventricular node conduction
MP:0006137	venoocclusion
MP:0000255	blood vessel congestion
HP:0011779	Anaplastic thyroid carcinoma
HP:0010477	Aplasia of the bladder
HP:0010476	Aplasia/Hypoplasia of the bladder
HP:0009727	Achromatic retinal patches
HP:0032662	Focal-onset seizure evolving into bilateral convulsive status epilepticus
HP:0007937	Reticular pigmentary degeneration
HP:0410242	Abnormal circulating IgG level
HP:0003738	Exercise-induced myalgia
MP:0004683	absent intervertebral disk
MP:0011567	increased renal glomerulus lobularity
HP:0033203	Brachioradialis hyperreflexia
MP:0005562	decreased mean corpuscular hemoglobin
HP:0032408	Breast mass
HP:0006904	Late-onset spinocerebellar degeneration
HP:0007267	Chronic axonal neuropathy
HP:0012060	Acral lentiginous melanoma
MP:0003102	sclera thinning
MP:0010714	iris coloboma
HP:0011399	Tibialis atrophy
MP:0010130	decreased DN1 thymic pro-T cell number
HP:0032386	Elevated circulating transferrin concentration
HP:0009572	Osteolytic defects of the middle phalanx of the 2nd finger
HP:0008747	Cartilaginous ossification of larynx
HP:0012284	Small proximal tibial epiphyses
MP:0030433	large foramen rotundum
MP:0010265	decreased hepatoma incidence
MP:0010266	decreased liver tumor incidence
MP:0004354	absent deltoid tuberosity
MP:0004353	abnormal deltoid tuberosity morphology
MP:0008615	decreased circulating interleukin-17 level
MP:0020726	decreased substantia nigra cell number
MP:0000121	failure of tooth eruption
MP:0013339	abnormal neurohypophyseal bud morphology
MP:0008420	increased thyrotroph cell size
HP:0032568	Urinary mulberry cells
HP:0003070	Elbow ankylosis
MP:0021012	decreased acetylcholine level
MP:0001274	curly vibrissae
HP:0009555	Hypoplasia of the pharynx
MP:0012204	abnormal neuronal stem cell physiology
MP:0011778	abnormal male membranous urethra morphology
HP:0031194	Increased density of left ventricular trabeculae
MP:0006029	abnormal sclerotome morphology
HP:0004810	Congenital hypoplastic anemia
MP:0013355	adenohypophysis hypertrophy
MP:0008366	enlarged adenohypophysis
HP:0008320	Impaired collagen-induced platelet aggregation
HP:0200151	Cutaneous mastocytosis
HP:0031798	Elevated circulating apolipoprotein B concentration
HP:0032684	Focal aware cognitive seizure with auditory agnosia
MP:0005608	cardiac interstitial fibrosis
MP:0003141	cardiac fibrosis
HP:0032642	Renal interstitial necrotizing granulomas
HP:0032641	Renal interstitial granulomas
MP:0011336	abnormal kidney pelvis urothelium morphology
HP:0032230	Cytoplasmic antineutrophil antibody positivity
MP:0010650	abnormal aorticopulmonary septum morphology
HP:0030326	Abnormal macrophage count
HP:0032049	Focal cortical dysplasia type Ib
HP:0012292	Fusion of gums
HP:0008956	Proximal lower limb amyotrophy
MP:0030949	abnormal Golgi vesicle transport
HP:0033453	Limited neck extension
MP:0002345	abnormal lymph node primary follicle morphology
MP:0002852	hypersulfatemia
MP:0002851	abnormal circulating sulfate level
HP:0006282	Generalized hypoplasia of dental enamel
MP:0004151	decreased circulating iron level
MP:0008170	decreased B-1b cell number
MP:0004978	decreased B-1 B cell number
HP:0100784	Peripheral arteriovenous fistula
HP:0033925	Renal arteriole lymphocyte endoarterial hypercellularity
HP:0001741	Phimosis
HP:0031932	Aorto-left ventricular tunnel
HP:0031122	Two-raphe bicuspid aortic valve
MP:0002642	anisocytosis
HP:0004779	Brittle scalp hair
HP:0002299	Brittle hair
HP:0009251	Bracket epiphysis of the distal phalanx of the 4th finger
MP:0020064	decreased thiopurine S-methyltransferase activity
MP:0020063	abnormal thiopurine S-methyltransferase activity
MP:0004935	epididymis degeneration
HP:0032274	Increased CSF N-Acetylaspartic acid concentration
HP:0007780	Cortical pulverulent cataract
HP:0010693	Pulverulent cataract
MP:0004819	decreased skeletal muscle mass
HP:0005600	Congenital giant melanocytic nevus
MP:0011737	hypodipsia
MP:0020695	decreased optic chiasm cell density
HP:0011457	Loss of eyelashes
MP:0009461	skeletal muscle hypertrophy
HP:0002507	Semilobar holoprosencephaly
HP:0011641	Coronary artery fistula
HP:0010790	Hyoplasia of the Leydig cells
HP:0010789	Abnormality of the Leydig cells
MP:0004359	short ulna
MP:0030900	decreased ulna size
HP:0033183	Bilobed right lung
HP:0032780	Focal impaired awareness autonomic seizure with erection
HP:0032688	Focal aware cognitive seizure with dissociation
HP:0032237	Increased circulating myelocyte count
HP:0025599	Inferior oblique muscle overaction
MP:0012795	absent rhombomere 3
MP:0030333	abnormal palatine bone perpendicular plate morphology
MP:0005537	abnormal cerebral aqueduct morphology
MP:0004129	abnormal respiratory quotient
HP:0100304	Muscle fiber intranuclear inclusion bodies
HP:0100299	Muscle fiber inclusion bodies
HP:0002168	Scanning speech
HP:0025291	Lower-body predominance
HP:0031592	Situs inversus with levocardia
MP:0014095	decreased pancreatic acinar cell zymogen granule number
HP:0010639	Elevated alkaline phosphatase of bone origin
HP:0033654	Beaded septum sign
HP:0008283	Fasting hyperinsulinemia
HP:0031905	Increased total hemolytic complement activity
MP:0008387	hypochromic anemia
HP:0033363	Hyaline membranes
HP:0003584	Late onset
HP:0410379	Abnormal proportion of CD4-positive, alpha-beta memory T cells
MP:0030828	abnormal obturator foramen morphology
HP:0006896	Hypnopompic hallucinations
MP:0031043	decreased susceptibility to Flaviviridae infection induced morbidity/mortality
HP:0000139	Uterine prolapse
HP:0031361	Zebra bodies
HP:0031340	Abnormal lysosomal morphology
HP:4000011	History of congenital HPV infection
HP:0033315	Visceral epithelial hyaline droplets
HP:0003105	Protuberances at ends of long bones
MP:0030513	short Tomes' process
MP:0011303	absent kidney papilla
MP:0004638	elongated metacarpal bones
HP:0010869	Asynergia
HP:0030034	Glomerular basement membrane lamellation
HP:0001149	Lattice corneal dystrophy
HP:0410358	Decreased high-mannose N-glycan level
HP:0012899	Handgrip myotonia
MP:0020849	abnormal actin cytoskeleton morphology
MP:0004752	decreased length of allograft survival
MP:0030141	facial paralysis
MP:0020090	decreased susceptibility to diet-induced non-insulin dependent diabetes
MP:0001665	chronic diarrhea
MP:0005036	diarrhea
MP:0003942	abnormal urinary system development
HP:0005201	Anomalous splenoportal venous system
HP:0031941	Abnormal portal venous system morphology
HP:0005198	Stiff interphalangeal joints
MP:0013992	persistent dorsal ophthalmic artery
HP:0032197	Deep S wave in lead V5
HP:0032195	Abnormal S wave
MP:0010536	Ebstein's malformation of tricuspid valve
MP:0012365	increased erythrocyte sodium level
MP:0005633	increased circulating sodium level
MP:0011338	abnormal mesangial matrix morphology
HP:0005183	Pericardial lymphangiectasia
HP:0100272	Branchial sinus
HP:0001671	Abnormal cardiac septum morphology
MP:0011693	absent chondrocytes
MP:0000167	decreased chondrocyte number
MP:0004531	short outer hair cell stereocilia
HP:0030368	Hyperphalangy of the 2nd finger
HP:0006193	Thimble-shaped middle phalanges of hand
HP:0020178	Abnormal dendritic cell count
HP:0100154	Small epiphysis of the middle phalanx of the 3rd toe
MP:0011806	decreased dermal fibroblast proliferation
MP:0009341	decreased splenocyte apoptosis
MP:0000571	interdigital webbing
HP:5000032	Anti-SEZ6L2 antibody
HP:0030232	Increased sarcoplasmic glycogen
MP:0020404	prolinuria
HP:0033975	Absent second fingernail
MP:0020041	decreased susceptibility to pulmonary hyaline membrane formation
MP:0020140	increased brain external capsule size
HP:0012805	Iris transillumination defect
MP:0003955	abnormal ultimobranchial body morphology
MP:0000385	distended hair follicles
HP:0003733	Thigh hypertrophy
HP:0010489	Absent palmar crease
MP:0009344	abnormal ovulation cycle
HP:0032922	Focal impaired awareness perseverative automatism seizure
MP:0000525	renal tubular acidosis
MP:0008477	decreased spleen red pulp amount
MP:0002356	abnormal spleen red pulp morphology
HP:0009305	Distal/middle symphalangism of 4th finger
MP:0010333	abnormal circulating apolipoprotein E level
MP:0003185	decreased angiotensin I-converting enzyme activity
HP:0010938	Abnormality of the external nose
MP:0003329	amyloid beta deposits
HP:0410278	Pituitary gland cyst
HP:0002039	Anorexia
MP:0031060	decreased circulating C-reactive protein level
MP:0010212	abnormal circulating C-reactive protein level
MP:0000423	delayed hair regrowth
HP:0002442	Dyscalculia
HP:0025284	Sleep-interrupting
MP:0006223	optic nerve swelling
MP:0010618	enlarged mitral valve
HP:0032096	Abnormal manganese concentration
MP:0030741	abnormal aspartic acid level
HP:0030043	Hip subluxation
MP:0008320	absent adenohypophysis
HP:0004598	Supernumerary vertebral ossification centers
MP:0020528	thalamus hypoplasia
HP:0006127	Long proximal phalanx of finger
MP:0030694	increased circulating serine level
MP:0005494	esophagogastric junction metaplasia
HP:0007809	Punctate corneal dystrophy
MP:0009021	absent estrus
MP:0004699	unilateral deafness
HP:0004608	Anteriorly placed odontoid process
HP:0031609	Geographic atrophy
HP:0033055	Impaired ability to plan
MP:0001855	abnormal atrial thrombosis
MP:0000361	decreased mast cell protease storage
MP:0002881	long hair
MP:0009468	absent magnocellular neurosecretory cells
MP:0012378	increased erythrocyte potassium ion content
MP:0012376	abnormal erythrocyte potassium ion content
MP:0002901	increased urine phosphate level
MP:0012785	decreased rhombomere 1 size
MP:0012784	abnormal rhombomere 1 morphology
MP:0001694	absent egg cylinders
MP:0009253	abnormal sympathetic neuron physiology
MP:0009176	increased pancreatic alpha cell number
MP:0000780	abnormal corpus callosum morphology
MP:0008876	decreased uterine NK cell number
HP:0005267	Premature delivery because of cervical insufficiency or membrane fragility
HP:0410343	Decreased circulating heparan sulfate level
MP:0004541	absent auditory tube
MP:0003330	abnormal auditory tube morphology
HP:0033159	Reduced urinary inosine level
MP:0010873	decreased trabecular bone mass
MP:0003541	vaginal inflammation
HP:0030283	Partial absence of the septum pellucidum
HP:0031125	Decreased platelet alpha-2A-adrenergic receptor
HP:0003286	Cystathioninemia
HP:0011788	Increased circulating free T3
HP:0032209	Abnormal circulating free T3 level
HP:0040222	Maternal thrombophilia
MP:0002705	dilated renal tubules
HP:0007035	Anterior encephalocele
HP:0011877	Increased mean platelet volume
HP:0500024	Aplasia of the musculature of the pelvis
HP:0007421	Telangiectases of the cheeks
HP:0007380	Facial telangiectasia
HP:0033286	Thickened glomerular basement membranes with electron dense deposits
HP:0010203	Aplasia/hypoplasia of proximal toe phalanx
HP:0025252	Geographic tongue
HP:0012039	Descemet Membrane Folds
MP:0006411	upturned snout
MP:0004008	abnormal GABA-mediated receptor currents
HP:0030691	Divergence nystagmus
HP:0031784	Abnormal ascending aorta morphology
MP:0004370	long ulna
MP:0005601	increased angiogenesis
MP:0009311	increased duodenum adenocarcinoma incidence
HP:0010775	Vascular ring
HP:0032656	Febrile status epilepticus
HP:0005817	Postaxial polysyndactyly of foot
HP:0003371	Enlargement of the proximal femoral epiphysis
MP:0010131	increased DN2 thymocyte number
MP:0005090	increased double-negative T cell number
MP:0014135	abnormal extraembryonic mesoderm morphology
HP:0032657	Elevated circulating lyso-globotriaosylsphingosine concentration
HP:0410264	Subglottic hemangioma
MP:0003152	abnormal pillar cell differentiation
MP:0011351	absent proximal convoluted tubule brush border
MP:0010335	fused first pharyngeal arch
MP:0009265	delayed eyelid fusion
MP:0009263	abnormal eyelid fusion
MP:0013851	abnormal Wolffian duct topology
HP:0007232	Spinocerebellar tract disease in lower limbs
MP:0011940	decreased food intake
MP:0011674	multiple major aortopulmonary collateral arteries
MP:0010635	aorta pulmonary collateral arteries
MP:0013109	nose open puncture
MP:0001247	dermal cyst
HP:0032899	Focal orofacial automatism seizure
HP:0002656	Epiphyseal dysplasia
HP:0100116	Irregular epiphysis of the middle phalanx of the 2nd toe
HP:0009983	Partial duplication of the proximal phalanx of the 4th finger
HP:0030051	Tip-toe gait
HP:0011202	EEG with diffuse acceleration
MP:0020273	abnormal N-acetylgalactosamine-4-sulfatase level
HP:0008472	Prominent protruding coccyx
HP:0002181	Cerebral edema
MP:0009072	absent cranial vagina
MP:0009077	abnormal cranial vagina morphology
HP:0033523	Abnormal sperm principal piece morphology
HP:0045051	Decreased DLCO
HP:0045049	Abnormal DLCO
MP:0009559	thymus cortex hyperplasia
MP:0013593	enlarged thymus cortex
MP:0011437	glomerulus hemorrhage
MP:0012616	increased circulating factor IX level
MP:0004020	polyhydramnios
HP:0025578	Aortic valve prolapse
HP:0001646	Abnormal aortic valve morphology
HP:0031369	Colon perforation
MP:0030001	subglottis stenosis
MP:0003799	impaired macrophage chemotaxis
HP:0031819	Increased waist to hip ratio
HP:0009992	Complete duplication of the middle phalanx of the 5th finger
HP:0010688	Low placental alkaline phosphatase
MP:0009930	fuzzy hair
MP:0004965	inner cell mass degeneration
HP:0025266	Cervical osteoarthritis
HP:0100062	Pseudoepiphyses of the 3rd toe
HP:0040040	Toenail onycholysis
HP:0011275	Recurrent mycobacterium avium complex infections
HP:0011274	Recurrent mycobacterial infections
HP:0500226	Abnormal CSF serine concentration
MP:0005058	abnormal lysosome morphology
MP:0020851	abnormal vacuole morphology
MP:0003394	increased cardiac output
HP:0003388	Easy fatigability
HP:0000879	Short sternum
HP:0012328	Cementoma
MP:0004715	absent vestibulocochlear nerve
HP:0000763	Sensory neuropathy
MP:0004161	cervical aortic arch
HP:0011715	Trifascicular block
HP:0012076	Borderline personality disorder
HP:0012075	Personality disorder
MP:0014163	abnormal ciliary muscle morphology
HP:0030713	Vein of Galen aneurysmal malformation
MP:0002648	delaminated enamel
MP:0005151	diffuse hepatic necrosis
MP:0009091	endometrium hypoplasia
HP:0031947	Tongue tremor
MP:0000162	lordosis
HP:0033921	Renal arteriole endoarterial hypercellularity
MP:0014014	abnormal anterior inferior cerebellar artery morphology
MP:0014013	abnormal cerebellar artery morphology
HP:0001905	Congenital thrombocytopenia
HP:0005694	Partial fusion of proximal row of carpal bones
MP:0001806	decreased IgM level
MP:0020180	abnormal IgM level
MP:0008500	increased IgG2a level
MP:0001862	interstitial pneumonia
HP:0010875	Chaddock reflex
MP:0003026	decreased vasoconstriction
HP:0011676	Tetralogy of Fallot with absent subarterial conus
HP:0003587	Insidious onset
MP:0012504	increased forebrain apoptosis
HP:0031594	PR segment depression
HP:0031596	Abnormal PR segment
HP:0025346	Increased circulating beta-2-microglobulin level
HP:0003902	Epiphyseal stippling of the humerus
HP:0006226	Osteoarthritis of the first carpometacarpal joint
HP:0430017	Abnormality of uvular muscle
HP:0000884	Prominent sternum
HP:0033169	Reduced total lung capacity
